3.300000e+02 2.485480e-01 -1.437227e-03
3.305000e+02 2.499962e-01 -1.429316e-03
3.310000e+02 2.514478e-01 -1.421676e-03
3.315000e+02 2.529025e-01 -1.414304e-03
3.320000e+02 2.543598e-01 -1.407196e-03
3.325000e+02 2.558195e-01 -1.400348e-03
3.330000e+02 2.572823e-01 -1.393758e-03
3.335000e+02 2.587500e-01 -1.387421e-03
3.340000e+02 2.602246e-01 -1.381335e-03
3.345000e+02 2.617082e-01 -1.375496e-03
3.350000e+02 2.632027e-01 -1.369900e-03
3.355000e+02 2.647102e-01 -1.364545e-03
3.360000e+02 2.662327e-01 -1.359427e-03
3.365000e+02 2.677722e-01 -1.354542e-03
3.370000e+02 2.693306e-01 -1.349888e-03
3.375000e+02 2.709100e-01 -1.345460e-03
3.380000e+02 2.725125e-01 -1.341255e-03
3.385000e+02 2.741399e-01 -1.337270e-03
3.390000e+02 2.757944e-01 -1.333501e-03
3.395000e+02 2.774778e-01 -1.329946e-03
3.400000e+02 2.791923e-01 -1.326600e-03
3.405000e+02 2.809398e-01 -1.323461e-03
3.410000e+02 2.827224e-01 -1.320524e-03
3.415000e+02 2.845420e-01 -1.317787e-03
3.420000e+02 2.864006e-01 -1.315246e-03
3.425000e+02 2.883003e-01 -1.312898e-03
3.430000e+02 2.902440e-01 -1.310739e-03
3.435000e+02 2.922356e-01 -1.308766e-03
3.440000e+02 2.942791e-01 -1.306975e-03
3.445000e+02 2.963785e-01 -1.305364e-03
3.450000e+02 2.985380e-01 -1.303928e-03
3.455000e+02 3.007614e-01 -1.302664e-03
3.460000e+02 3.030529e-01 -1.301569e-03
3.465000e+02 3.054165e-01 -1.300640e-03
3.470000e+02 3.078561e-01 -1.299873e-03
3.475000e+02 3.103759e-01 -1.299264e-03
3.480000e+02 3.129799e-01 -1.298811e-03
3.485000e+02 3.156720e-01 -1.298509e-03
3.490000e+02 3.184564e-01 -1.298357e-03
3.495000e+02 3.213369e-01 -1.298349e-03
3.500000e+02 3.243178e-01 -1.298483e-03
3.505000e+02 3.274030e-01 -1.298755e-03
3.510000e+02 3.305964e-01 -1.299162e-03
3.515000e+02 3.339023e-01 -1.299700e-03
3.520000e+02 3.373245e-01 -1.300367e-03
3.525000e+02 3.408670e-01 -1.301158e-03
3.530000e+02 3.445276e-01 -1.302071e-03
3.535000e+02 3.482966e-01 -1.303101e-03
3.540000e+02 3.521634e-01 -1.304246e-03
3.545000e+02 3.561179e-01 -1.305502e-03
3.550000e+02 3.601494e-01 -1.306866e-03
3.555000e+02 3.642478e-01 -1.308334e-03
3.560000e+02 3.684025e-01 -1.309903e-03
3.565000e+02 3.726033e-01 -1.311569e-03
3.570000e+02 3.768397e-01 -1.313330e-03
3.575000e+02 3.811013e-01 -1.315181e-03
3.580000e+02 3.853779e-01 -1.317119e-03
3.585000e+02 3.896590e-01 -1.319142e-03
3.590000e+02 3.939341e-01 -1.321245e-03
3.595000e+02 3.981931e-01 -1.323425e-03
3.600000e+02 4.024254e-01 -1.325678e-03
3.605000e+02 4.066206e-01 -1.328002e-03
3.610000e+02 4.107685e-01 -1.330393e-03
3.615000e+02 4.148586e-01 -1.332847e-03
3.620000e+02 4.188806e-01 -1.335362e-03
3.625000e+02 4.228241e-01 -1.337933e-03
3.630000e+02 4.266844e-01 -1.340557e-03
3.635000e+02 4.304641e-01 -1.343231e-03
3.640000e+02 4.341663e-01 -1.345952e-03
3.645000e+02 4.377942e-01 -1.348716e-03
3.650000e+02 4.413509e-01 -1.351520e-03
3.655000e+02 4.448397e-01 -1.354360e-03
3.660000e+02 4.482635e-01 -1.357233e-03
3.665000e+02 4.516256e-01 -1.360135e-03
3.670000e+02 4.549292e-01 -1.363063e-03
3.675000e+02 4.581774e-01 -1.366014e-03
3.680000e+02 4.613733e-01 -1.368985e-03
3.685000e+02 4.645201e-01 -1.371971e-03
3.690000e+02 4.676209e-01 -1.374970e-03
3.695000e+02 4.706789e-01 -1.377978e-03
3.700000e+02 4.736973e-01 -1.380991e-03
3.705000e+02 4.766792e-01 -1.384007e-03
3.710000e+02 4.796277e-01 -1.387022e-03
3.715000e+02 4.825460e-01 -1.390033e-03
3.720000e+02 4.854372e-01 -1.393035e-03
3.725000e+02 4.883046e-01 -1.396026e-03
3.730000e+02 4.911512e-01 -1.399003e-03
3.735000e+02 4.939802e-01 -1.401961e-03
3.740000e+02 4.967948e-01 -1.404898e-03
3.745000e+02 4.995980e-01 -1.407810e-03
3.750000e+02 5.023931e-01 -1.410694e-03
3.755000e+02 5.051834e-01 -1.413546e-03
3.760000e+02 5.079718e-01 -1.416363e-03
3.765000e+02 5.107607e-01 -1.419141e-03
3.770000e+02 5.135542e-01 -1.421878e-03
3.775000e+02 5.163584e-01 -1.424569e-03
3.780000e+02 5.191731e-01 -1.427212e-03
3.785000e+02 5.219898e-01 -1.429802e-03
3.790000e+02 5.248248e-01 -1.432337e-03
3.795000e+02 5.277262e-01 -1.434813e-03
3.800000e+02 5.307358e-01 -1.437227e-03
3.805000e+02 5.338774e-01 -1.439576e-03
3.810000e+02 5.371507e-01 -1.441859e-03
3.815000e+02 5.405494e-01 -1.444076e-03
3.820000e+02 5.440674e-01 -1.446228e-03
3.825000e+02 5.476984e-01 -1.448315e-03
3.830000e+02 5.514361e-01 -1.450335e-03
3.835000e+02 5.552744e-01 -1.452291e-03
3.840000e+02 5.592069e-01 -1.454180e-03
3.845000e+02 5.632276e-01 -1.456005e-03
3.850000e+02 5.673300e-01 -1.457764e-03
3.855000e+02 5.715080e-01 -1.459457e-03
3.860000e+02 5.757554e-01 -1.461086e-03
3.865000e+02 5.800659e-01 -1.462648e-03
3.870000e+02 5.844332e-01 -1.464146e-03
3.875000e+02 5.888513e-01 -1.465578e-03
3.880000e+02 5.933137e-01 -1.466946e-03
3.885000e+02 5.978143e-01 -1.468247e-03
3.890000e+02 6.023469e-01 -1.469484e-03
3.895000e+02 6.069051e-01 -1.470656e-03
3.900000e+02 6.114829e-01 -1.471762e-03
3.905000e+02 6.160738e-01 -1.472804e-03
3.910000e+02 6.206718e-01 -1.473780e-03
3.915000e+02 6.252706e-01 -1.474691e-03
3.920000e+02 6.298639e-01 -1.475538e-03
3.925000e+02 6.344454e-01 -1.476319e-03
3.930000e+02 6.390091e-01 -1.477036e-03
3.935000e+02 6.435486e-01 -1.477687e-03
3.940000e+02 6.480576e-01 -1.478274e-03
3.945000e+02 6.525301e-01 -1.478796e-03
3.950000e+02 6.569597e-01 -1.479253e-03
3.955000e+02 6.613401e-01 -1.479645e-03
3.960000e+02 6.656652e-01 -1.479972e-03
3.965000e+02 6.699288e-01 -1.480235e-03
3.970000e+02 6.741245e-01 -1.480433e-03
3.975000e+02 6.782462e-01 -1.480567e-03
3.980000e+02 6.822876e-01 -1.480636e-03
3.985000e+02 6.862425e-01 -1.480640e-03
3.990000e+02 6.901046e-01 -1.480579e-03
3.995000e+02 6.938677e-01 -1.480455e-03
4.000000e+02 6.975256e-01 -1.480265e-03
4.005000e+02 7.010738e-01 -1.480012e-03
4.010000e+02 7.045143e-01 -1.479697e-03
4.015000e+02 7.078511e-01 -1.479323e-03
4.020000e+02 7.110879e-01 -1.478893e-03
4.025000e+02 7.142287e-01 -1.478409e-03
4.030000e+02 7.172771e-01 -1.477875e-03
4.035000e+02 7.202372e-01 -1.477294e-03
4.040000e+02 7.231127e-01 -1.476667e-03
4.045000e+02 7.259075e-01 -1.475999e-03
4.050000e+02 7.286254e-01 -1.475291e-03
4.055000e+02 7.312703e-01 -1.474547e-03
4.060000e+02 7.338460e-01 -1.473769e-03
4.065000e+02 7.363563e-01 -1.472960e-03
4.070000e+02 7.388050e-01 -1.472123e-03
4.075000e+02 7.411961e-01 -1.471260e-03
4.080000e+02 7.435334e-01 -1.470376e-03
4.085000e+02 7.458207e-01 -1.469471e-03
4.090000e+02 7.480618e-01 -1.468549e-03
4.095000e+02 7.502606e-01 -1.467614e-03
4.100000e+02 7.524209e-01 -1.466667e-03
4.105000e+02 7.545466e-01 -1.465711e-03
4.110000e+02 7.566415e-01 -1.464750e-03
4.115000e+02 7.587094e-01 -1.463786e-03
4.120000e+02 7.607543e-01 -1.462822e-03
4.125000e+02 7.627799e-01 -1.461860e-03
4.130000e+02 7.647900e-01 -1.460904e-03
4.135000e+02 7.667886e-01 -1.459956e-03
4.140000e+02 7.687794e-01 -1.459019e-03
4.145000e+02 7.707663e-01 -1.458096e-03
4.150000e+02 7.727532e-01 -1.457190e-03
4.155000e+02 7.747438e-01 -1.456303e-03
4.160000e+02 7.767421e-01 -1.455438e-03
4.165000e+02 7.787518e-01 -1.454599e-03
4.170000e+02 7.807769e-01 -1.453787e-03
4.175000e+02 7.828211e-01 -1.453006e-03
4.180000e+02 7.848882e-01 -1.452258e-03
4.185000e+02 7.869822e-01 -1.451547e-03
4.190000e+02 7.891069e-01 -1.450874e-03
4.195000e+02 7.912660e-01 -1.450244e-03
4.200000e+02 7.934636e-01 -1.449658e-03
4.205000e+02 7.957022e-01 -1.449118e-03
4.210000e+02 7.979807e-01 -1.448621e-03
4.215000e+02 8.002964e-01 -1.448164e-03
4.220000e+02 8.026471e-01 -1.447741e-03
4.225000e+02 8.050302e-01 -1.447349e-03
4.230000e+02 8.074434e-01 -1.446983e-03
4.235000e+02 8.098841e-01 -1.446639e-03
4.240000e+02 8.123501e-01 -1.446313e-03
4.245000e+02 8.148388e-01 -1.446000e-03
4.250000e+02 8.173478e-01 -1.445697e-03
4.255000e+02 8.198747e-01 -1.445399e-03
4.260000e+02 8.224170e-01 -1.445102e-03
4.265000e+02 8.249724e-01 -1.444802e-03
4.270000e+02 8.275383e-01 -1.444494e-03
4.275000e+02 8.301124e-01 -1.444175e-03
4.280000e+02 8.326923e-01 -1.443840e-03
4.285000e+02 8.352754e-01 -1.443484e-03
4.290000e+02 8.378594e-01 -1.443104e-03
4.295000e+02 8.404418e-01 -1.442695e-03
4.300000e+02 8.430203e-01 -1.442254e-03
4.305000e+02 8.455923e-01 -1.441775e-03
4.310000e+02 8.481555e-01 -1.441255e-03
4.315000e+02 8.507073e-01 -1.440690e-03
4.320000e+02 8.532455e-01 -1.440074e-03
4.325000e+02 8.557675e-01 -1.439405e-03
4.330000e+02 8.582709e-01 -1.438678e-03
4.335000e+02 8.607533e-01 -1.437888e-03
