3300 1.51676e-05
3310 1.96071e-05
3320 2.47748e-05
3330 3.1175e-05
3340 3.93353e-05
3350 4.98085e-05
3360 6.31675e-05
3370 7.99891e-05
3380 0.000100874
3390 0.000126455
3400 0.000157403
3410 0.000194985
3420 0.000242793
3430 0.000305197
3440 0.000386839
3450 0.000492677
3460 0.000628161
3470 0.000799686
3480 0.00101431
3490 0.00127972
3500 0.0016043
3510 0.00199951
3520 0.00248692
3530 0.00309244
3540 0.00384374
3550 0.00477018
3560 0.00590204
3570 0.00726732
3580 0.00889396
3590 0.0108105
3600 0.0130454
3610 0.0156286
3620 0.0185957
3630 0.0219833
3640 0.0258303
3650 0.0301783
3660 0.0350626
3670 0.040491
3680 0.046463
3690 0.0529771
3700 0.0600317
3710 0.0676286
3720 0.075788
3730 0.0845354
3740 0.093898
3750 0.103905
3760 0.114574
3770 0.125866
3780 0.137732
3790 0.150112
3800 0.16301
3810 0.176458
3820 0.190423
3830 0.204855
3840 0.219695
3850 0.234875
3860 0.249418
3870 0.263099
3880 0.275962
3890 0.288052
3900 0.299416
3910 0.310106
3920 0.320176
3930 0.329687
3940 0.338706
3950 0.347303
3960 0.355558
3970 0.363554
3980 0.371381
3990 0.379135
4000 0.386917
4010 0.394809
4020 0.402806
4030 0.410876
4040 0.41899
4050 0.427114
4060 0.435216
4070 0.443259
4080 0.451211
4090 0.459035
4100 0.466696
4110 0.474158
4120 0.481385
4130 0.488343
4140 0.495039
4150 0.50152
4160 0.507838
4170 0.514045
4180 0.520194
4190 0.526342
4200 0.532543
4210 0.53885
4220 0.545292
4230 0.551895
4240 0.558685
4250 0.565686
4260 0.572917
4270 0.580351
4280 0.587952
4290 0.595683
4300 0.603504
4310 0.611377
4320 0.61926
4330 0.627113
4340 0.634892
4350 0.642555
4360 0.650056
4370 0.65735
4380 0.664391
4390 0.67115
4400 0.677611
4410 0.683761
4420 0.689603
4430 0.695143
4440 0.700385
4450 0.705338
4460 0.710008
4470 0.714401
4480 0.718525
4490 0.722389
4500 0.725999
4510 0.729365
4520 0.732504
4530 0.735431
4540 0.738166
4550 0.740725
4560 0.743126
4570 0.745388
4580 0.747529
4590 0.749567
4600 0.751521
4610 0.753409
4620 0.755248
4630 0.757057
4640 0.758847
4650 0.760626
4660 0.762401
4670 0.76418
4680 0.765969
4690 0.767776
4700 0.769609
4710 0.771475
4720 0.77338
4730 0.775334
4740 0.777343
4750 0.779414
4760 0.781555
4770 0.783768
4780 0.786055
4790 0.788418
4800 0.790859
4810 0.793379
4820 0.795974
4830 0.798642
4840 0.801379
4850 0.804179
4860 0.80704
4870 0.809957
4880 0.812925
4890 0.815938
4900 0.818979
4910 0.822037
4920 0.825098
4930 0.828147
4940 0.831171
4950 0.834157
4960 0.83709
4970 0.839957
4980 0.842744
4990 0.845437
5000 0.848022
5010 0.850488
