F0 0.46007814205 0.203328401386
F1 0.496806815918 0.176220625085
F2 0.529478542879 0.14782906268
F3 0.529478542879 0.14782906268
F4 0.529478542879 0.14782906268
F5 0.555845192813 0.122603613445
F6 0.552607871708 0.122987428575
F7 0.552607871708 0.122987428575
F8 0.552607871708 0.122987428575
F9 0.575006060725 0.0955594824252
G0 0.575006060725 0.0955594824252
G1 0.575006060725 0.0955594824252
G2 0.563675282157 0.10113856198
G3 0.563675282157 0.10113856198
G4 0.563675282157 0.10113856198
G5 0.563675282157 0.10113856198
G6 0.516431775266 0.14056437764
G7 0.516431775266 0.14056437764
G8 0.516431775266 0.14056437764
G9 0.484101257159 0.185428025368
K0 0.485936762264 0.194168143837
K1 0.485936762264 0.194168143837
K2 0.528765557454 0.172403319785
K3 0.586162070667 0.13457665985
K4 0.627657525557 0.109403261806
K5 0.627657525557 0.109403261806
K6 0.672661492598 0.0807424235744
K7 0.714549585251 0.055209529764
K8 0.714549585251 0.055209529764
K9 0.714549585251 0.055209529764
M0 0.762839145191 0.0197030315204
M1 0.771081329415 0.00710512884864
M2 0.789596972334 -0.0202170352178
M3 0.789596972334 -0.0202170352178
M4 0.780702047212 -0.0190493475936
M5 0.780702047212 -0.0190493475936
M6 0.770562331728 -0.0156676297269
M7 0.770562331728 -0.0156676297269
M8 0.770562331728 -0.0156676297269
M9 0.770562331728 -0.0156676297269
