O7 0.286520868317 0.308907700487
O8 0.286520868317 0.308907700487
O9 0.286520868317 0.308907700487
B0 0.286520868317 0.308907700487
B1 0.286520868317 0.308907700487
B2 0.286520868317 0.308907700487
B3 0.286520868317 0.308907700487
B4 0.286520868317 0.308907700487
B5 0.286520868317 0.308907700487
B6 0.286520868317 0.308907700487
B7 0.286520868317 0.308907700487
B8 0.286520868317 0.308907700487
B9 0.286520868317 0.308907700487
A0 0.286520868317 0.308907700487
A1 0.286520868317 0.308907700487
A2 0.286520868317 0.308907700487
A3 0.306253269964 0.30321814101
A4 0.313824482577 0.307665491901
A5 0.295125157409 0.324758309659
A6 0.295125157409 0.324758309659
A7 0.275061199017 0.333009936736
A8 0.256990075135 0.344430500701
A9 0.256990075135 0.344430500701
F0 0.269785263303 0.33890660747
F1 0.288081047361 0.328380696599
F2 0.306357595627 0.317520397667
F3 0.306357595627 0.317520397667
F4 0.306357595627 0.317520397667
F5 0.326391697018 0.30664289583
F6 0.351549542553 0.295645429168
F7 0.351549542553 0.295645429168
F8 0.351549542553 0.295645429168
F9 0.384920992243 0.277093128668
G0 0.384920992243 0.277093128668
G1 0.384920992243 0.277093128668
G2 0.426558788278 0.251124432854
G3 0.426558788278 0.251124432854
G4 0.426558788278 0.251124432854
G5 0.426558788278 0.251124432854
G6 0.471489816141 0.221145118953
G7 0.471489816141 0.221145118953
G8 0.471489816141 0.221145118953
G9 0.52086069776 0.186011230377
K0 0.52086069776 0.186011230377
K1 0.52086069776 0.186011230377
K2 0.571938795431 0.146705365271
K3 0.618702860724 0.108414083672
K4 0.656870172111 0.0776856531504
K5 0.656870172111 0.0776856531504
K6 0.641346757351 0.0942836350409
K7 0.500461094367 0.212829785288
K8 0.500461094367 0.212829785288
K9 0.500461094367 0.212829785288
M0 0.369553033549 0.323362461751
M1 0.268878243523 0.399987999316
M2 0.290655602581 0.392227307466
M3 0.290655602581 0.392227307466
M4 0.290655602581 0.392227307466
M5 0.290655602581 0.392227307466
M6 0.290655602581 0.392227307466
M7 0.290655602581 0.392227307466
M8 0.290655602581 0.392227307466
M9 0.290655602581 0.392227307466
