5290	7.71E-01
5300	7.73E-01
5310	7.75E-01
5320	7.77E-01
5330	7.79E-01
5340	7.81E-01
5350	7.83E-01
5360	7.85E-01
5370	7.87E-01
5380	7.89E-01
5390	7.91E-01
5400	7.92E-01
5410	7.94E-01
5420	7.96E-01
5430	7.98E-01
5440	7.99E-01
5450	8.01E-01
5460	8.03E-01
5470	8.04E-01
5480	8.06E-01
5490	8.07E-01
5500	8.08E-01
5510	8.09E-01
5520	8.10E-01
5530	8.11E-01
5540	8.12E-01
5550	8.13E-01
5560	8.14E-01
5570	8.14E-01
5580	8.15E-01
5590	8.16E-01
5600	8.17E-01
5610	8.18E-01
5620	8.18E-01
5630	8.19E-01
5640	8.20E-01
5650	8.20E-01
5660	8.21E-01
5670	8.22E-01
5680	8.22E-01
5690	8.23E-01
5700	8.24E-01
5710	8.24E-01
5720	8.25E-01
5730	8.25E-01
5740	8.26E-01
5750	8.26E-01
5760	8.27E-01
5770	8.27E-01
5780	8.27E-01
5790	8.28E-01
5800	8.28E-01
5810	8.28E-01
5820	8.28E-01
5830	8.28E-01
5840	8.28E-01
5850	8.28E-01
5860	8.28E-01
5870	8.28E-01
5880	8.28E-01
5890	8.28E-01
5900	8.28E-01
5910	8.28E-01
5920	8.27E-01
5930	8.27E-01
5940	8.27E-01
5950	8.27E-01
5960	8.26E-01
5970	8.26E-01
5980	8.26E-01
5990	8.25E-01
6000	8.25E-01
6010	8.24E-01
6020	8.24E-01
6030	8.23E-01
6040	8.22E-01
6050	8.22E-01
6060	8.21E-01
6070	8.20E-01
6080	8.20E-01
6090	8.19E-01
6100	8.18E-01
6110	8.17E-01
6120	8.17E-01
6130	8.16E-01
6140	8.15E-01
6150	8.14E-01
6160	8.13E-01
6170	8.12E-01
6180	8.12E-01
6190	8.11E-01
6200	8.10E-01
6210	8.09E-01
6220	8.08E-01
6230	8.07E-01
6240	8.06E-01
6250	8.05E-01
6260	8.04E-01
6270	8.03E-01
6280	8.02E-01
6290	8.01E-01
6300	8.00E-01
6310	7.99E-01
6320	7.98E-01
6330	7.97E-01
6340	7.96E-01
6350	7.94E-01
6360	7.93E-01
6370	7.92E-01
6380	7.91E-01
6390	7.90E-01
6400	7.88E-01
6410	7.87E-01
6420	7.85E-01
6430	7.84E-01
6440	7.83E-01
6450	7.81E-01
6460	7.80E-01
6470	7.78E-01
6480	7.77E-01
6490	7.75E-01
6500	7.74E-01
6510	7.72E-01
6520	7.70E-01
6530	7.69E-01
6540	7.68E-01
6550	7.66E-01
6560	7.65E-01
6570	7.63E-01
6580	7.62E-01
6590	7.60E-01
6600	7.58E-01
6610	7.57E-01
6620	7.55E-01
6630	7.54E-01
6640	7.53E-01
6650	7.51E-01
6660	7.50E-01
6670	7.48E-01
6680	7.47E-01
6690	7.45E-01
6700	7.44E-01
6710	7.42E-01
6720	7.41E-01
6730	7.39E-01
6740	7.38E-01
6750	7.36E-01
6760	7.34E-01
6770	7.33E-01
6780	7.31E-01
6790	7.30E-01
6800	7.28E-01
6810	7.26E-01
6820	7.25E-01
6830	7.23E-01
6840	7.21E-01
6850	7.20E-01
6860	7.18E-01
6870	7.16E-01
6880	7.15E-01
6890	7.13E-01
6900	7.11E-01
6910	7.10E-01
6920	7.08E-01
6930	7.06E-01
6940	7.05E-01
6950	7.03E-01
6960	7.01E-01
6970	7.00E-01
6980	6.98E-01
6990	6.96E-01
7000	6.95E-01
7010	6.93E-01
7020	6.92E-01
7030	6.90E-01
7040	6.89E-01
7050	6.87E-01
7060	6.86E-01
7070	6.84E-01
7080	6.83E-01
7090	6.81E-01
7100	6.80E-01
7110	6.79E-01
7120	6.77E-01
7130	6.76E-01
7140	6.74E-01
7150	6.73E-01
7160	6.71E-01
7170	6.70E-01
7180	6.69E-01
7190	6.67E-01
7200	6.66E-01
7210	6.64E-01
7220	6.63E-01
7230	6.61E-01
7240	6.60E-01
7250	6.58E-01
7260	6.57E-01
7270	6.55E-01
7280	6.54E-01
7290	6.52E-01
7300	6.50E-01
7310	6.49E-01
7320	6.47E-01
7330	6.45E-01
7340	6.44E-01
7350	6.42E-01
7360	6.40E-01
7370	6.38E-01
7380	6.37E-01
7390	6.35E-01
7400	6.33E-01
7410	6.31E-01
7420	6.29E-01
7430	6.27E-01
7440	6.25E-01
7450	6.23E-01
7460	6.21E-01
7470	6.20E-01
7480	6.18E-01
7490	6.15E-01
7500	6.13E-01
7510	6.11E-01
7520	6.09E-01
7530	6.07E-01
7540	6.05E-01
7550	6.03E-01
7560	6.01E-01
7570	5.99E-01
7580	5.97E-01
7590	5.94E-01
7600	5.92E-01
7610	5.90E-01
7620	5.88E-01
7630	5.86E-01
7640	5.84E-01
7650	5.82E-01
7660	5.80E-01
7670	5.78E-01
7680	5.76E-01
7690	5.74E-01
7700	5.71E-01
7710	5.69E-01
7720	5.67E-01
7730	5.65E-01
7740	5.63E-01
7750	5.61E-01
7760	5.59E-01
7770	5.56E-01
7780	5.54E-01
7790	5.52E-01
7800	5.49E-01
7810	5.47E-01
7820	5.45E-01
7830	5.42E-01
7840	5.40E-01
7850	5.37E-01
7860	5.35E-01
7870	5.32E-01
7880	5.30E-01
7890	5.27E-01
7900	5.25E-01
7910	5.22E-01
7920	5.20E-01
7930	5.17E-01
7940	5.15E-01
7950	5.12E-01
7960	5.10E-01
7970	5.07E-01
7980	5.05E-01
7990	5.03E-01
8000	5.00E-01
8010	4.98E-01
8020	4.95E-01
8030	4.93E-01
8040	4.91E-01
8050	4.88E-01
8060	4.86E-01
8070	4.84E-01
8080	4.82E-01
8090	4.79E-01
8100	4.77E-01
8110	4.75E-01
8120	4.73E-01
8130	4.70E-01
8140	4.68E-01
8150	4.66E-01
8160	4.64E-01
8170	4.62E-01
8180	4.60E-01
8190	4.57E-01
8200	4.55E-01
8210	4.53E-01
8220	4.51E-01
8230	4.48E-01
8240	4.46E-01
8250	4.44E-01
8260	4.42E-01
8270	4.40E-01
8280	4.37E-01
8290	4.35E-01
8300	4.33E-01
8310	4.30E-01
8320	4.28E-01
8330	4.26E-01
8340	4.23E-01
8350	4.21E-01
8360	4.19E-01
8370	4.16E-01
8380	4.14E-01
8390	4.12E-01
8400	4.09E-01
8410	4.07E-01
8420	4.04E-01
8430	4.02E-01
8440	4.00E-01
8450	3.97E-01
8460	3.95E-01
8470	3.92E-01
8480	3.90E-01
8490	3.87E-01
8500	3.85E-01
8510	3.82E-01
8520	3.80E-01
8530	3.78E-01
8540	3.75E-01
8550	3.73E-01
8560	3.70E-01
8570	3.68E-01
8580	3.65E-01
8590	3.63E-01
8600	3.61E-01
8610	3.58E-01
8620	3.56E-01
8630	3.53E-01
8640	3.51E-01
8650	3.49E-01
8660	3.46E-01
8670	3.44E-01
8680	3.41E-01
8690	3.39E-01
8700	3.37E-01
8710	3.34E-01
8720	3.32E-01
8730	3.29E-01
8740	3.27E-01
8750	3.24E-01
8760	3.22E-01
8770	3.20E-01
8780	3.17E-01
8790	3.15E-01
8800	3.12E-01
8810	3.10E-01
8820	3.07E-01
8830	3.05E-01
8840	3.02E-01
8850	2.99E-01
8860	2.97E-01
8870	2.94E-01
8880	2.92E-01
8890	2.89E-01
8900	2.86E-01
8910	2.84E-01
8920	2.81E-01
8930	2.79E-01
8940	2.76E-01
8950	2.74E-01
8960	2.71E-01
8970	2.68E-01
8980	2.66E-01
8990	2.63E-01
9000	2.61E-01
9010	2.58E-01
9020	2.56E-01
9030	2.53E-01
9040	2.51E-01
9050	2.48E-01
9060	2.46E-01
9070	2.43E-01
9080	2.41E-01
9090	2.38E-01
9100	2.36E-01
9110	2.33E-01
9120	2.31E-01
9130	2.29E-01
9140	2.26E-01
9150	2.24E-01
9160	2.22E-01
9170	2.19E-01
9180	2.17E-01
9190	2.15E-01
9200	2.12E-01
9210	2.10E-01
9220	2.08E-01
9230	2.06E-01
9240	2.04E-01
9250	2.01E-01
9260	1.99E-01
9270	1.97E-01
9280	1.95E-01
9290	1.93E-01
9300	1.91E-01
9310	1.89E-01
9320	1.86E-01
9330	1.84E-01
9340	1.82E-01
9350	1.80E-01
9360	1.78E-01
9370	1.76E-01
9380	1.74E-01
9390	1.72E-01
9400	1.70E-01
9410	1.68E-01
9420	1.66E-01
9430	1.64E-01
9440	1.62E-01
9450	1.60E-01
9460	1.58E-01
9470	1.56E-01
9480	1.54E-01
9490	1.52E-01
9500	1.50E-01
9510	1.48E-01
9520	1.46E-01
9530	1.44E-01
9540	1.42E-01
9550	1.40E-01
9560	1.38E-01
9570	1.36E-01
9580	1.34E-01
9590	1.32E-01
9600	1.30E-01
9610	1.28E-01
9620	1.26E-01
9630	1.24E-01
9640	1.22E-01
9650	1.21E-01
9660	1.19E-01
9670	1.17E-01
9680	1.15E-01
9690	1.13E-01
9700	1.11E-01
9710	1.10E-01
9720	1.08E-01
9730	1.06E-01
9740	1.04E-01
9750	1.03E-01
9760	1.01E-01
9770	9.93E-02
9780	9.76E-02
9790	9.60E-02
9800	9.43E-02
9810	9.27E-02
9820	9.11E-02
9830	8.95E-02
9840	8.79E-02
9850	8.64E-02
9860	8.48E-02
9870	8.33E-02
9880	8.18E-02
9890	8.03E-02
9900	7.88E-02
9910	7.73E-02
9920	7.58E-02
9930	7.44E-02
9940	7.29E-02
9950	7.15E-02
9960	7.01E-02
9970	6.87E-02
9980	6.72E-02
9990	6.58E-02
10000	6.45E-02
10010	6.31E-02
10020	6.17E-02
10030	6.03E-02
10040	5.90E-02
10050	5.76E-02
10060	5.63E-02
10070	5.50E-02
10080	5.37E-02
10090	5.24E-02
10100	5.11E-02
10110	4.98E-02
10120	4.85E-02
10130	4.73E-02
10140	4.60E-02
10150	4.48E-02
10160	4.36E-02
10170	4.24E-02
10180	4.12E-02
10190	4.01E-02
10200	3.89E-02
10210	3.78E-02
10220	3.67E-02
10230	3.56E-02
10240	3.45E-02
10250	3.34E-02
10260	3.24E-02
10270	3.14E-02
10280	3.04E-02
10290	2.94E-02
10300	2.85E-02
10310	2.76E-02
10320	2.67E-02
10330	2.59E-02
10340	2.50E-02
10350	2.42E-02
10360	2.35E-02
10370	2.27E-02
10380	2.21E-02
10390	2.14E-02
10400	2.08E-02
10410	2.02E-02
10420	1.96E-02
10430	1.91E-02
10440	1.86E-02
10450	1.82E-02
10460	1.77E-02
10470	1.73E-02
10480	1.69E-02
10490	1.66E-02
10500	1.63E-02
10510	1.59E-02
10520	1.56E-02
10530	1.54E-02
10540	1.51E-02
10550	1.48E-02
10560	1.46E-02
10570	1.44E-02
10580	1.41E-02
10590	1.39E-02
10600	1.37E-02
10610	1.35E-02
10620	1.33E-02
10630	1.31E-02
10640	1.28E-02
10650	1.26E-02
10660	1.24E-02
10670	1.22E-02
10680	1.21E-02
10690	1.19E-02
10700	1.17E-02
10710	1.15E-02
10720	1.13E-02
10730	1.11E-02
10740	1.10E-02
10750	1.08E-02
10760	1.06E-02
10770	1.05E-02
10780	1.03E-02
10790	1.02E-02
10800	1.00E-02
10810	9.87E-03
10820	9.73E-03
10830	9.59E-03
10840	9.46E-03
10850	9.33E-03
10860	9.21E-03
10870	9.08E-03
10880	8.96E-03
10890	8.85E-03
10900	8.73E-03
10910	8.62E-03
10920	8.51E-03
10930	8.40E-03
10940	8.29E-03
10950	8.18E-03
10960	8.08E-03
10970	7.97E-03
10980	7.87E-03
10990	7.77E-03
11000	7.67E-03
