3300	1.08E-05
3310	1.40E-05
3320	1.77E-05
3330	2.22E-05
3340	2.81E-05
3350	3.56E-05
3360	4.51E-05
3370	5.72E-05
3380	7.21E-05
3390	9.04E-05
3400	1.12E-04
3410	1.39E-04
3420	1.73E-04
3430	2.17E-04
3440	2.75E-04
3450	3.49E-04
3460	4.44E-04
3470	5.63E-04
3480	7.10E-04
3490	8.91E-04
3500	1.11E-03
3510	1.37E-03
3520	1.69E-03
3530	2.08E-03
3540	2.56E-03
3550	3.15E-03
3560	3.85E-03
3570	4.69E-03
3580	5.68E-03
3590	6.85E-03
3600	8.19E-03
3610	9.75E-03
3620	1.15E-02
3630	1.36E-02
3640	1.59E-02
3650	1.86E-02
3660	2.16E-02
3670	2.50E-02
3680	2.89E-02
3690	3.31E-02
3700	3.78E-02
3710	4.30E-02
3720	4.86E-02
3730	5.49E-02
3740	6.16E-02
3750	6.90E-02
3760	7.69E-02
3770	8.54E-02
3780	9.44E-02
3790	1.04E-01
3800	1.14E-01
3810	1.24E-01
3820	1.34E-01
3830	1.45E-01
3840	1.55E-01
3850	1.66E-01
3860	1.77E-01
3870	1.88E-01
3880	1.98E-01
3890	2.09E-01
3900	2.19E-01
3910	2.29E-01
3920	2.38E-01
3930	2.48E-01
3940	2.56E-01
3950	2.65E-01
3960	2.73E-01
3970	2.80E-01
3980	2.88E-01
3990	2.96E-01
4000	3.03E-01
4010	3.11E-01
4020	3.19E-01
4030	3.28E-01
4040	3.36E-01
4050	3.44E-01
4060	3.51E-01
4070	3.58E-01
4080	3.65E-01
4090	3.71E-01
4100	3.77E-01
4110	3.84E-01
4120	3.90E-01
4130	3.96E-01
4140	4.02E-01
4150	4.08E-01
4160	4.13E-01
4170	4.19E-01
4180	4.24E-01
4190	4.30E-01
4200	4.35E-01
4210	4.40E-01
4220	4.45E-01
4230	4.50E-01
4240	4.55E-01
4250	4.60E-01
4260	4.65E-01
4270	4.70E-01
4280	4.74E-01
4290	4.79E-01
4300	4.84E-01
4310	4.89E-01
4320	4.93E-01
4330	4.98E-01
4340	5.03E-01
4350	5.07E-01
4360	5.12E-01
4370	5.17E-01
4380	5.21E-01
4390	5.26E-01
4400	5.31E-01
4410	5.36E-01
4420	5.40E-01
4430	5.45E-01
4440	5.49E-01
4450	5.54E-01
4460	5.59E-01
4470	5.63E-01
4480	5.68E-01
4490	5.72E-01
4500	5.77E-01
4510	5.81E-01
4520	5.85E-01
4530	5.89E-01
4540	5.93E-01
4550	5.97E-01
4560	6.01E-01
4570	6.05E-01
4580	6.09E-01
4590	6.12E-01
4600	6.15E-01
4610	6.19E-01
4620	6.22E-01
4630	6.25E-01
4640	6.28E-01
4650	6.31E-01
4660	6.33E-01
4670	6.36E-01
4680	6.39E-01
4690	6.41E-01
4700	6.44E-01
4710	6.46E-01
4720	6.48E-01
4730	6.50E-01
4740	6.53E-01
4750	6.55E-01
4760	6.57E-01
4770	6.59E-01
4780	6.61E-01
4790	6.63E-01
4800	6.65E-01
4810	6.67E-01
4820	6.69E-01
4830	6.72E-01
4840	6.74E-01
4850	6.76E-01
4860	6.78E-01
4870	6.80E-01
4880	6.82E-01
4890	6.84E-01
4900	6.86E-01
4910	6.88E-01
4920	6.90E-01
4930	6.93E-01
4940	6.95E-01
4950	6.97E-01
4960	6.99E-01
4970	7.01E-01
4980	7.03E-01
4990	7.06E-01
5000	7.08E-01
5010	7.10E-01
5020	7.12E-01
5030	7.14E-01
5040	7.16E-01
5050	7.18E-01
5060	7.21E-01
5070	7.23E-01
5080	7.25E-01
5090	7.27E-01
5100	7.29E-01
5110	7.31E-01
5120	7.34E-01
5130	7.36E-01
5140	7.38E-01
5150	7.40E-01
5160	7.42E-01
5170	7.44E-01
5180	7.47E-01
5190	7.49E-01
5200	7.51E-01
5210	7.53E-01
5220	7.55E-01
5230	7.58E-01
5240	7.60E-01
5250	7.62E-01
5260	7.64E-01
5270	7.66E-01
5280	7.69E-01
