0.400000000	0.560067185	0.637231997
0.405000000	0.600217795	0.682914469
0.410000000	0.623804404	0.709750789
0.415000000	0.639176594	0.727240925
0.420000000	0.651841629	0.741650920
0.425000000	0.663448987	0.754857514
0.430000000	0.676065636	0.769212457
0.435000000	0.689559635	0.784565629
0.440000000	0.703306133	0.800206089
0.445000000	0.716667112	0.815407914
0.450000000	0.728886894	0.829311311
0.455000000	0.739534994	0.841426482
0.460000000	0.748465498	0.851587411
0.465000000	0.755374181	0.859447957
0.470000000	0.761072753	0.865931666
0.475000000	0.766055726	0.871601182
0.480000000	0.770821837	0.877023957
0.485000000	0.775684138	0.882556175
0.490000000	0.781021908	0.888629371
0.495000000	0.786980220	0.895408606
0.500000000	0.793591607	0.902930895
0.505000000	0.800586508	0.910889538
0.510000000	0.808084079	0.919420108
0.515000000	0.815956195	0.928376826
0.520000000	0.824060275	0.937597468
0.525000000	0.832249434	0.946914912
0.530000000	0.840380394	0.956166137
0.535000000	0.848320278	0.965199961
0.540000000	0.855952508	0.973883742
0.545000000	0.863181501	0.982108730
0.550000000	0.869935817	0.989793641
0.555000000	0.873708576	0.994086202
0.560000000	0.877167607	0.998021811
0.565000000	0.880263038	1.001543723
0.570000000	0.882961042	1.004613452
0.575000000	0.885242677	1.007209446
0.580000000	0.887102199	1.009325169
0.585000000	0.888545055	1.010966818
0.590000000	0.889585719	1.012150863
0.595000000	0.890245547	1.012901600
0.600000000	0.890550749	1.013248852
0.605000000	0.889747714	1.012335177
0.610000000	0.888652912	1.011089535
0.615000000	0.887292332	1.009541498
0.620000000	0.885692406	1.007721137
0.625000000	0.883879220	1.005658135
0.630000000	0.881877909	1.003381088
0.635000000	0.879712227	1.000917023
0.640000000	0.877404260	0.998291069
0.645000000	0.874974256	0.995526265
0.650000000	0.872440539	0.992643458
0.655000000	0.870261069	0.990163705
0.660000000	0.868013463	0.987606429
0.665000000	0.865714083	0.984990246
0.670000000	0.863377712	0.982331975
0.675000000	0.861017586	0.979646676
0.680000000	0.858645439	0.976947699
0.685000000	0.856271537	0.974246727
0.690000000	0.853904708	0.971553801
0.695000000	0.851552370	0.968877363
0.700000000	0.849220544	0.966224263
0.705000000	0.847168519	0.963889515
0.710000000	0.845141542	0.961583266
0.715000000	0.843141617	0.959307795
0.720000000	0.841169087	0.957063495
0.725000000	0.839222699	0.954848938
0.730000000	0.837299732	0.952661028
0.735000000	0.835396211	0.950495245
0.740000000	0.833507280	0.948346061
0.745000000	0.831627787	0.946207615
0.750000000	0.829753191	0.944074742
0.755000000	0.827499273	0.941510284
0.760000000	0.825210830	0.938906544
0.765000000	0.822891815	0.936268021
0.770000000	0.820555320	0.933609609
0.775000000	0.818226403	0.930959819
0.780000000	0.815943958	0.928362903
0.785000000	0.813760438	0.925878543
0.790000000	0.811738209	0.923577696
0.795000000	0.809942075	0.921534094
0.800000000	0.808428991	0.919812541
0.805000000	0.806924266	0.918100498
0.810000000	0.805785726	0.916805093
0.815000000	0.805000979	0.915912225
0.820000000	0.804538171	0.915385652
0.825000000	0.804358329	0.915181032
0.830000000	0.804427698	0.915259959
0.835000000	0.804726381	0.915599793
0.840000000	0.805251686	0.916197474
0.845000000	0.806016457	0.917067613
0.850000000	0.807043808	0.918236510
0.855000000	0.808725096	0.920149443
0.860000000	0.810706953	0.922404355
0.865000000	0.812997015	0.925009937
0.870000000	0.815588583	0.927958566
0.875000000	0.818459067	0.931224538
0.880000000	0.821570709	0.934764896
0.885000000	0.824873116	0.938522301
0.890000000	0.828306949	0.942429240
0.895000000	0.831808043	0.946412707
0.900000000	0.835311345	0.950398686
0.905000000	0.838700567	0.954254867
0.910000000	0.841976315	0.957981941
0.915000000	0.845087780	0.961522096
0.920000000	0.847991119	0.964825451
0.925000000	0.850649607	0.967850220
0.930000000	0.853033351	0.970562390
0.935000000	0.855118719	0.972935076
0.940000000	0.856887632	0.974947706
0.945000000	0.858326795	0.976585153
0.950000000	0.859426966	0.977836904
0.955000000	0.859437586	0.977848987
0.960000000	0.859163248	0.977536851
0.965000000	0.858598379	0.976894156
0.970000000	0.857739411	0.975916841
0.975000000	0.856584507	0.974602817
0.980000000	0.855133323	0.972951692
0.985000000	0.853386810	0.970964548
0.990000000	0.851347046	0.968643750
0.995000000	0.849017094	0.965992783
1.000000000	0.846400890	0.963016124
1.005000000	0.843589560	0.959817455
1.010000000	0.840497412	0.956299278
1.015000000	0.837131252	0.952469336
1.020000000	0.833498389	0.948335945
1.025000000	0.829606582	0.943907933
1.030000000	0.825463982	0.939194575
1.035000000	0.821079090	0.934205542
1.040000000	0.816460710	0.928950852
1.045000000	0.811617911	0.923440823
1.050000000	0.806559986	0.917686029
1.055000000	0.801296413	0.911697252
1.060000000	0.795836824	0.905485453
1.065000000	0.790190967	0.899061722
1.070000000	0.784368672	0.892437245
1.075000000	0.778379822	0.885623264
1.080000000	0.772234323	0.878631052
1.085000000	0.765942071	0.871471867
1.090000000	0.759512927	0.864156930
1.095000000	0.752956688	0.856697387
1.100000000	0.746283066	0.849104288
